path,domain,type,title,status,version,lines,first_commit,last_commit,code_refs,dead_refs,flag,flag_id,flag_note,review_basis
personalization/adr-0001-personalization-module-foundation.md,Personalization Engine,ADR (decision),"ADR-0001: Personalization module foundation (Phase 0 ""first implementation step"")",Superseded as an implementation plan; retained as Phase 0 history**,,153,2026-07-13,2026-07-14,0,0,YELLOW,C5,Self-declared Superseded (retained as history). Do not implement from these.,targeted cross-document and/or code-path review
personalization/adr-0002-phase1-foundation-migration-steps-1-3.md,Personalization Engine,ADR (decision),ADR-0002: Phase 1 foundation — migration steps 1–3,Superseded by the greenfield strategy in `09-implementation-roadmap.md`**,,140,2026-07-13,2026-07-14,0,0,YELLOW,C5,Self-declared Superseded (retained as history). Do not implement from these.,targeted cross-document and/or code-path review
personalization/catalog-plan.md,Personalization Engine,Plan,Personalization catalog — Phase 0 content plan,"DRAFT / PLANNING ONLY**. This is the ""20–40 definition content plan""",,122,2026-07-13,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/codebase-evidence.md,Personalization Engine,Audit / analysis,Codebase Evidence Index,,,223,2026-07-13,2026-07-13,95,6,ORANGE,C19,"Six cited code paths are gone, including orchestration.routes.ts and ActionCenter.tsx; use as discovery-time evidence, not current architecture.",targeted cross-document and/or code-path review
personalization/personalization-operations.md,Personalization Engine,Feature reference,Personalization internal-validation operations,,,110,2026-07-14,2026-07-15,1,0,,,,"inventory, metadata and cited-path checks only"
personalization/personalization-usp-showcase-strategy.md,Personalization Engine,Feature reference,Personalization USP showcase and limited-user validation strategy,Recommended next product slice before full Phase 3 learning or,,295,2026-07-14,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/phase1-completion-audit.md,Personalization Engine,Audit / analysis,Phase 1 completion audit — default personalization,,,45,2026-07-13,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/phase2-5-demo-data-setup.md,Personalization Engine,Status / phase record,Phase 2.5 demo data setup through the UI,,,145,2026-07-14,2026-07-15,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/phase2-implementation-audit.md,Personalization Engine,Audit / analysis,Phase 2 implementation audit — revised greenfield scope,,,60,2026-07-13,2026-08-21,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/phase3-implementation-audit.md,Personalization Engine,Audit / analysis,Phase 3 implementation audit — initial greenfield slice,,,42,2026-07-13,2026-07-14,0,0,,,,"inventory, metadata and cited-path checks only"
personalization/phase4-implementation-audit.md,Personalization Engine,Audit / analysis,Phase 4 implementation audit — initial greenfield slice,,,48,2026-07-14,2026-07-14,0,0,,,,"inventory, metadata and cited-path checks only"
product/AI_HOME_CONCIERGE_ASK_AUDIENCE_CONTEXT_ADDENDUM_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),AI Home Concierge Ask — Audience Context and Persona-Aware Guidance Addendum,Implemented and verified,1.0,1024,2026-08-14,2026-08-15,0,0,,,,"inventory, metadata and cited-path checks only"
product/AI_HOME_CONCIERGE_ASK_INTELLIGENCE_INCREMENTAL_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),"AI Home Concierge — Intelligence, Personalization, and Proactive Concierge","""Proposed — production implementation and real-user collection blocked on P0 approval gates""",1.6,1511,2026-08-11,2026-08-29,1,0,ORANGE,C6,"Frontmatter version 1.3 / Aug 11, file touched Aug 29 (version likely not bumped); status ""Proposed""; amends Ask Redo v1.6, which itself says ""in progress"".",targeted cross-document and/or code-path review
product/AI_HOME_CONCIERGE_ASK_MANUAL_CERTIFICATION_ADDENDUM.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Feature reference,AI Home Concierge Ask — Manual Certification Living Addendum,Living document,1.7,359,2026-08-15,2026-08-16,4,0,,,,"inventory, metadata and cited-path checks only"
product/AI_HOME_CONCIERGE_ASK_REDO_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),AI Home Concierge — Ask Redo,"""Implementation in progress""",1.6,2261,2026-08-10,2026-08-16,2,0,ORANGE,C6,"Aug ""AI Home Concierge Ask"" family vs Sep ""Ask Cozy"" family: no doc states that one supersedes the other.",targeted cross-document and/or code-path review
product/AI_HOME_CONCIERGE_ASK_TRUST_ARCHITECTURE_ADDENDUM_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),AI Home Concierge Ask — Natural-Language Trust Architecture Addendum,Implemented — TA0 through TA7 delivered; TA6 provides compatibility contracts while multilingual run,1.1,1383,2026-08-15,2026-08-15,0,0,,,,"inventory, metadata and cited-path checks only"
product/ASK_COZY_CROSS_DOMAIN_INTERACTION_ROLLOUT_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),Ask Cozy — Cross-Domain Interaction Rollout FRD,Proposed follow-on requirements; implementation is not claimed,1.1,735,2026-09-16,2026-09-17,0,0,ORANGE,C6,"Status says ""implementation is not claimed"", yet seven architecture/ASK_COZY_PHASE*_VERIFICATION/REVERIFICATION docs (Sep 16-18) report Complete.",targeted cross-document and/or code-path review
product/ASK_COZY_INLINE_WORKSPACE_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),Ask Cozy — Inline Workspace Product Requirements Document,Approved product direction; implementation is partial and tracked by requirement,1.62,1054,2026-09-17,2026-09-24,1,0,,,,"inventory, metadata and cited-path checks only"
product/ASK_COZY_INTERACTION_MODEL_UI_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),Ask Cozy — Interaction Model & UI FRD,Maintenance interaction corrections implemented — see §29 for scope and verification. Later-domain r,1.2,661,2026-09-13,2026-09-17,8,0,,,,"inventory, metadata and cited-path checks only"
product/ASK_COZY_MESSAGE_FIRST_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),"Ask Cozy — Message-First Functional Requirements Document (Stage 3, Part A)",,,567,2026-09-12,2026-09-14,7,0,,,,"inventory, metadata and cited-path checks only"
product/CAPABILITY_DISCOVERY_AND_RECOMMENDATION_IMPLEMENTATION_PLAN.md,Product Framework & Capability Platform,Plan,Capability Discovery and Recommendation Platform — Implementation Plan,"""Implementation in progress""",1.0,2516,2026-07-24,2026-07-25,1,0,,,,"inventory, metadata and cited-path checks only"
product/CAPABILITY_DISCOVERY_AND_RECOMMENDATION_PLATFORM_FRD.md,Product Framework & Capability Platform,Requirements (FRD/PRD),Capability Discovery and Recommendation Platform,Proposed |,1.0,1427,2026-07-24,2026-07-27,6,4,ORANGE,C8,"Status ""Proposed"" while its plan says ""Implementation in progress""; 4/6 cited paths under frontend/src/features/tools/ no longer exist.",targeted cross-document and/or code-path review
product/CAPABILITY_OUTCOME_AND_EXPERIENCE_AUDIT_FRAMEWORK.md,Product Framework & Capability Platform,Audit / analysis,Capability Outcome and Experience Audit Framework,Recommended operating framework |,1.0,1087,2026-07-27,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
product/CAPITAL_DECISION_PLANNING_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Capital Decision Planning Capability Audit and Implementation Plan,Recommended implementation plan,,2621,2026-07-28,2026-07-28,0,0,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/CONTRACTTOCOZY_SKILL_PLATFORM_FRD.md,"Ask Cozy, AI Concierge & Agentic Intelligence",Requirements (FRD/PRD),ContractToCozy Skill Platform,"""Implemented beta baseline""",1.6,1473,2026-08-13,2026-08-14,1,0,,,,"inventory, metadata and cited-path checks only"
product/COVERAGE_AND_PREMIUM_OPTIMIZATION_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Coverage and Premium Optimization Capability Audit and Implementation Plan,Implementation complete; real-user launch remains gated,,2468,2026-07-27,2026-07-28,37,4,ORANGE,C21,Claims implementation complete but four cited code paths no longer exist. Outcome requirements may still govern; file-level implementation map is stale.,targeted cross-document and/or code-path review
product/COVERAGE_RELEASE_AND_SOURCE_OPERATIONS_RUNBOOK.md,"Coverage, Risk & Financial Tools",Runbook / ops,Coverage & Premium Review Release and Source Operations Runbook,,,281,2026-07-27,2026-07-27,0,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_Product_Framework.docx,Product Framework & Capability Platform,Data / asset,ContractToCozy_Product_Framework.docx,,,0,2026-07-20,2026-07-20,0,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_Product_Framework.md,Product Framework & Capability Platform,Status / phase record,ContractToCozy Product Framework,"""Product strategy and operating model""",1.0,838,2026-07-18,2026-07-27,0,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_Product_Framework_Application_Audit_and_Implementation_Plan.md,Product Framework & Capability Platform,Audit / analysis,ContractToCozy Product Framework — Application Audit and Implementation Plan,"""Implementation planning baseline""",1.0,1263,2026-07-18,2026-07-24,21,2,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_Product_Framework_Audit_Verification_Report.md,Product Framework & Capability Platform,Audit / analysis,ContractToCozy Product Framework — Audit Verification Report,"""Independent verification of self-reported implementation status""",,174,2026-07-23,2026-07-24,3,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_W6_Smoke_Runbook.md,Product Framework & Capability Platform,Runbook / ops,ContractToCozy W6 — Smoke Validation Runbook,,,59,2026-07-22,2026-07-22,1,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_W7_Launch_Cutover_Runbook.md,Product Framework & Capability Platform,Runbook / ops,ContractToCozy W7 — Real-User Launch Cutover Runbook,,,85,2026-07-22,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
product/ContractToCozy_Worker_Module_Audit_and_Implementation_Plan.md,Product Framework & Capability Platform,Audit / analysis,ContractToCozy Worker Module Audit and Implementation Plan,Dedicated audit complete; implementation plan proposed,,539,2026-07-19,2026-07-30,1,0,,,,"inventory, metadata and cited-path checks only"
product/HIDDEN_SAVINGS_AND_BENEFITS_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Hidden Savings and Benefits Capability Audit and Implementation Plan,Recommended implementation plan,,2557,2026-07-28,2026-07-29,32,2,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/HOME_ACTION_HEALTH_FACTOR_COPY_FRD.md,"Guidance, Actions & Home Intelligence",Requirements (FRD/PRD),Home Action Health-Factor Copy FRD and Implementation Plan,Phase 1 shipped (`4d6bdfee`) · Phase 2 shipped (`81efe900`) · §12 decision-card verbiage shipped (`1,1.6,877,2026-08-29,2026-09-02,8,1,,,,"inventory, metadata and cited-path checks only"
product/HOME_BUYER_FRD_AND_IMPLEMENTATION_PLAN.md,"Buying, Selling & Life Transitions",Requirements (FRD/PRD),Home Buyer Experience — Functional Requirements and Implementation Plan,Implementation in progress,1.48,4267,2026-08-16,2026-08-21,28,0,,,,"inventory, metadata and cited-path checks only"
product/HOME_CONTINUITY_AND_RECORDS_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Buying, Selling & Life Transitions",Audit / analysis,Home Continuity and Records Capability Audit and Implementation Plan,Recommended implementation plan<br>,,1933,2026-08-01,2026-08-06,0,0,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/HOME_DIGITAL_TWIN_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Home Records, Maintenance & Digital Twin",Audit / analysis,Home Digital Twin Capability Audit and Implementation Plan,"P0–P2 gap register implemented July 28, 2026. Remaining future work is limited to the explicitly def",,1759,2026-07-27,2026-07-28,1,0,,,,"inventory, metadata and cited-path checks only"
product/HOME_INTELLIGENCE_FUNCTIONAL_COMPLETENESS_FRD_AND_IMPLEMENTATION_PLAN.md,"Guidance, Actions & Home Intelligence",Requirements (FRD/PRD),Home Intelligence Functional Completeness,"""Approved for implementation planning""",1.32,1461,2026-08-23,2026-08-30,28,3,,,,"inventory, metadata and cited-path checks only"
product/HOME_INTELLIGENCE_PHASE0_REGISTRY_REPORT.md,"Guidance, Actions & Home Intelligence",Status / phase record,Home Intelligence Phase 0 — Registry and Ownership Report,"""Phase 0 complete""",,166,2026-08-23,2026-08-25,17,0,,,,"inventory, metadata and cited-path checks only"
product/HOME_INTELLIGENCE_PHASE1_SOURCE_PARITY_STATUS.md,"Guidance, Actions & Home Intelligence",Status / phase record,Home Intelligence Phase 1 — Source Parity Status,"""Phase 1 functional implementation complete — source parity, Fix cutover, and booking lineage closed",,83,2026-08-23,2026-08-25,10,0,,,,"inventory, metadata and cited-path checks only"
product/HOME_OPERATIONS_AND_ACTION_MANAGEMENT_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Guidance, Actions & Home Intelligence",Audit / analysis,Home Operations and Action Management Capability Audit and Implementation Plan,Recommended implementation plan<br>,,1582,2026-07-29,2026-07-29,34,1,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/HOME_OPERATIONS_SLICE_0_8_LAUNCH_REVIEW.md,"Guidance, Actions & Home Intelligence",Audit / analysis,Home Operations & Action Management — Slice 0-8 Launch Review,,,40,2026-07-29,2026-07-30,0,0,,,,"inventory, metadata and cited-path checks only"
product/HOME_OPERATIONS_SLICE_0_COMPLETION_ENDPOINT_MATRIX.md,"Guidance, Actions & Home Intelligence",Status / phase record,Home Operations Slice 0 — Completion Endpoint Matrix,,,74,2026-07-29,2026-07-29,1,0,,,,"inventory, metadata and cited-path checks only"
product/MORTGAGE_REFINANCE_RADAR_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Mortgage Refinance Radar Capability Audit and Implementation Plan,Implemented; controlled external-alert rollout gated |,,928,2026-07-27,2026-08-01,1,0,,,,"inventory, metadata and cited-path checks only"
product/OWNERSHIP_COST_INTELLIGENCE_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Ownership Cost Intelligence Capability Audit and Implementation Plan,Technical implementation complete through Slice 9; real-user launch remains fail-closed pending reco,,2206,2026-07-28,2026-07-28,0,0,,,,"inventory, metadata and cited-path checks only"
product/OWNERSHIP_COST_SLICE_9_LAUNCH_EVIDENCE.md,"Coverage, Risk & Financial Tools",Audit / analysis,Ownership Cost Intelligence Slice 9 Launch Evidence,,,67,2026-07-28,2026-07-28,1,0,,,,"inventory, metadata and cited-path checks only"
product/PROPERTY_INTELLIGENCE_AND_BRIEFINGS_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Property Intelligence, Environment & Event Radar",Audit / analysis,Property Intelligence and Briefings Capability Audit and Implementation Plan,Recommended implementation plan<br>,,1701,2026-07-29,2026-08-01,0,0,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/PROPERTY_PAGE_BEST_IN_CLASS_ENHANCEMENT_PLAN.md,Property Context & Property Setup,Plan,Property Page Best-in-Class Enhancement Plan,Implemented in application code; progressive rollout and field validation remain operational follow-,,1384,2026-08-10,2026-08-10,9,0,,,,"inventory, metadata and cited-path checks only"
product/PROPERTY_SETUP_SIMPLIFICATION_MINIMAL_CHANGE_FRD.md,Property Context & Property Setup,Requirements (FRD/PRD),Property Setup Simplification — Minimal-Change FRD,In implementation,,563,2026-09-07,2026-09-09,1,0,,,,"inventory, metadata and cited-path checks only"
product/PROPERTY_TAX_AND_TAX_APPEAL_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Coverage, Risk & Financial Tools",Audit / analysis,Property Tax and Tax Appeal Capability Audit and Implementation Plan,"Implemented — Slices 0–9 complete July 28, 2026",,1876,2026-07-27,2026-07-28,1,0,,,,"inventory, metadata and cited-path checks only"
product/RENOVATION_COMPLIANCE_AND_EXECUTION_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Providers, Pricing & Renovation Execution",Audit / analysis,Renovation Compliance and Execution Capability Audit and Implementation Plan,Recommended implementation plan<br>,,1697,2026-07-29,2026-07-29,27,0,ORANGE,C9,"Status ""Recommended implementation plan"" never advanced. Project memory says Home Continuity is fully on main (not re-verified in code here); sibling audits with the same header (Tax, Coverage, Ownership Cost) were updated to ""Implemented"".",targeted cross-document and/or code-path review
product/RENTCAST_PROPERTY_SETUP_INTEGRATION_FRD.md,Property Context & Property Setup,Requirements (FRD/PRD),RentCast Property Setup Integration — Functional Requirements Document,Implemented,1.4,561,2026-09-09,2026-09-10,0,0,,,,"inventory, metadata and cited-path checks only"
product/RENTCAST_PROPERTY_SETUP_INTEGRATION_IMPLEMENTATION_PLAN.md,Property Context & Property Setup,Plan,RentCast Property Setup Integration — Implementation Plan,Implemented — RC-0 through RC-10 complete,1.4,640,2026-09-09,2026-09-10,28,0,,,,"inventory, metadata and cited-path checks only"
product/SALE_READINESS_VALUE_MAXIMIZATION_IMPLEMENTATION_PLAN.md,"Buying, Selling & Life Transitions",Plan,Sale Readiness Value-Maximization Checklist — Implementation Plan,Design fully resolved 2026-08-06 (all 10 open questions in §8 closed). Ready for implementation per ,,523,2026-08-06,2026-08-06,19,6,ORANGE,C16,"Status ""Design fully resolved"" (Aug 6) - project memory says it is fully implemented; 6/19 cited sellerPrep paths no longer exist.",targeted cross-document and/or code-path review
product/SERVICE_PRICE_RADAR_CAPABILITY_AUDIT_AND_IMPLEMENTATION_PLAN.md,"Providers, Pricing & Renovation Execution",Audit / analysis,Service Price Radar Capability Audit and Implementation Plan,Implemented; database reconciliation remains operator-owned,,1450,2026-07-27,2026-07-28,2,0,,,,"inventory, metadata and cited-path checks only"
product/UNIFIED_HOME_ACTION_CARD_ENHANCEMENT_BRIEF.md,"Guidance, Actions & Home Intelligence",Feature reference,Unified Home Action Card Enhancement Brief,Implemented. Retained as the product contract and acceptance reference.,,437,2026-08-09,2026-08-10,8,0,,,,"inventory, metadata and cited-path checks only"
product/capability-discovery/CAPABILITY_PLATFORM_RUNBOOK.md,Product Framework & Capability Platform,Runbook / ops,Capability Discovery and Recommendation Platform Runbook,,,856,2026-07-24,2026-07-25,0,0,,,,"inventory, metadata and cited-path checks only"
product/capability-discovery/SERVICE_QUOTE_DECISION_MANIFEST.md,"Providers, Pricing & Renovation Execution",Status / phase record,Service Quote Decision Capability Manifest,,,78,2026-07-28,2026-07-28,4,0,,,,"inventory, metadata and cited-path checks only"
product/capability-discovery/adr-0001-canonical-capability-registry.md,Product Framework & Capability Platform,ADR (decision),ADR-0001 — Canonical Capability Registry,,,90,2026-07-24,2026-07-24,0,0,,,,"inventory, metadata and cited-path checks only"
product/capability-discovery/current-capability-inventory.json,Product Framework & Capability Platform,Data / asset,current-capability-inventory.json,,,0,2026-07-24,2026-09-13,0,0,,,,"inventory, metadata and cited-path checks only"
product/capability-discovery/current-capability-inventory.md,Product Framework & Capability Platform,Status / phase record,Current Capability Inventory,,,85,2026-07-24,2026-08-25,1,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/README.md,Product Framework & Capability Platform,Status / phase record,Decision Platform — Phase 7A (P0 Contract Closure),"These artifacts self-describe as ""Proposed — pending Product, Domain, Architecture,",,55,2026-08-11,2026-08-13,1,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/adr-0001-ownership-and-scope.md,Product Framework & Capability Platform,ADR (decision),ADR-0001 — Decision Platform Ownership and Phase 7A Scope,,,131,2026-08-11,2026-08-13,3,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/adr-0002-preference-registry-and-schema.md,Product Framework & Capability Platform,ADR (decision),ADR-0002 — Decision Preference Registry and Schema,,,125,2026-08-11,2026-08-13,3,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/adr-0003-decision-thread-and-scenario-schema.md,Product Framework & Capability Platform,ADR (decision),"ADR-0003 — Decision Thread, Scenario, and Recommendation Snapshot Schema",,1.2,141,2026-08-11,2026-08-13,2,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/metrics-dictionary.md,Product Framework & Capability Platform,Status / phase record,Decision Platform — Metrics Dictionary and Zero-Tolerance Gates,Proposed. Formalizes,,75,2026-08-11,2026-08-13,1,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/policy-retention-erasure-export.md,Product Framework & Capability Platform,Status / phase record,"Decision Platform — Retention, Erasure, and Export Policy","Proposed — concrete durations below require Privacy, Security, and Domain approval",,83,2026-08-11,2026-08-13,1,0,,,,"inventory, metadata and cited-path checks only"
product/decision-platform/policy-threat-model-and-privacy-review.md,Product Framework & Capability Platform,Audit / analysis,Decision Platform — Threat Model and Privacy Review,Proposed. This document originates the threat-model/privacy-review artifact type for,,79,2026-08-11,2026-08-11,1,0,,,,"inventory, metadata and cited-path checks only"
product/governance-modes.md,Product Framework & Capability Platform,Status / phase record,Human policy governance modes,,,46,2026-07-19,2026-07-24,0,0,,,,"inventory, metadata and cited-path checks only"
product/mortgage-refinance-radar-enhancement-plan.docx,"Coverage, Risk & Financial Tools",Data / asset,mortgage-refinance-radar-enhancement-plan.docx,,,0,2026-07-25,2026-07-25,0,0,,,,"inventory, metadata and cited-path checks only"
product/mortgage-refinance-radar-enhancement-plan.md,"Coverage, Risk & Financial Tools",Plan,Mortgage Refinance Radar,Capability implementation and audit gap closure complete; controlled external-alert rollout remains ,,514,2026-07-25,2026-08-01,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase0/README.md,Product Framework & Capability Platform,Status / phase record,Product Framework Phase 0 — Contract and Governance Foundation,Technical exit criteria complete; human policy approvals are explicitly deferred during internal bet,,168,2026-07-18,2026-07-19,9,0,,,,"inventory, metadata and cited-path checks only"
product/phase0/approval-register.md,Product Framework & Capability Platform,Status / phase record,Phase 0 Approval Register,,,34,2026-07-18,2026-07-19,0,0,,,,"inventory, metadata and cited-path checks only"
product/phase0/feature-brief-template.md,Product Framework & Capability Platform,Status / phase record,Product Framework Feature Brief,,,80,2026-07-18,2026-07-18,0,0,,,,"inventory, metadata and cited-path checks only"
product/phase0/recommendation-launch-gate.md,Product Framework & Capability Platform,Status / phase record,Recommendation Launch Gate,,,70,2026-07-18,2026-07-19,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase0/route-disposition.md,Product Framework & Capability Platform,Status / phase record,Phase 0 Route Disposition,,,45,2026-07-18,2026-07-18,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase1/README.md,Product Framework & Capability Platform,Status / phase record,Product Framework Phase 1 — Trigger-First Activation,Code implementation complete; human launch approvals deferred during internal beta and enforced befo,,60,2026-07-18,2026-07-19,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase2/README.md,Product Framework & Capability Platform,Status / phase record,Product Framework Phase 2 — Unified Home and Action System,"Increments 1–3, post-cutover hardening, and August 10 Unified Home production polish implemented",,464,2026-07-18,2026-08-31,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase3/README.md,Product Framework & Capability Platform,Status / phase record,Product Framework Phase 3 — Complete Major Repair / System Replacement,Increments 1–3 and the operational acceptance harness are implemented; target-environment execution ,,101,2026-07-18,2026-07-19,0,0,,,,"inventory, metadata and cited-path checks only"
product/phase4/README.md,Product Framework & Capability Platform,Status / phase record,"Product Framework Phase 4 — Trust, Cadence, Grounded Ask, and Recurring Care",Implementation-complete through Increment 8; owner-applied database acceptance and pilot validation ,,157,2026-07-18,2026-07-20,0,0,,,,"inventory, metadata and cited-path checks only"
product/phase5/README.md,Product Framework & Capability Platform,Status / phase record,Phase 5 — Existing-home buyer acquisition journey,implemented in code; the updated Prisma schema must be applied by the operator. No database migratio,,64,2026-07-19,2026-07-19,1,0,,,,"inventory, metadata and cited-path checks only"
product/phase6/README.md,Product Framework & Capability Platform,Status / phase record,Phase 6 — Specialized new-home path and controlled expansion,implemented in code; the updated Prisma schema must be applied by the operator. No database migratio,,97,2026-07-19,2026-07-19,1,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE0_CONSOLIDATION_DECISION.md,Property Context & Property Setup,Status / phase record,Phase 0 Consolidation Decision,,,38,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE3_COMPLETION_AUDIT.md,Property Context & Property Setup,Audit / analysis,Property Context Phase 3 Completion Audit,,,35,2026-07-16,2026-07-16,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE6_COMPLETION_AUDIT.md,Property Context & Property Setup,Audit / analysis,Property Context Phase 6 Completion Audit,,,220,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE7_IMPLEMENTATION_STATUS.md,Property Context & Property Setup,Status / phase record,Property Context Phase 7 Implementation Status,,,72,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE8_DEFERRED_EVIDENCE.md,Property Context & Property Setup,Audit / analysis,Phase 8 Deferred Facts and Features,,,23,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE8_IMPLEMENTATION_STATUS.md,Property Context & Property Setup,Status / phase record,Property Context Phase 8 Implementation Status,,,174,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE8_OWNERSHIP_AUDIT.md,Property Context & Property Setup,Audit / analysis,"Phase 8 Financial, Item, and Snapshot Ownership Audit",,,62,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PHASE8_RUNTIME_ACCEPTANCE_RUNBOOK.md,Property Context & Property Setup,Runbook / ops,Property Context Phase 8 Runtime Acceptance Runbook,,,83,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PROPERTY_CONTEXT_CATALOG_GOVERNANCE_FRD.md,Property Context & Property Setup,Requirements (FRD/PRD),"Property Context Platform — Catalog, Operational Configuration, and Editorial Governance FRD",Proposed,1.0,985,2026-07-17,2026-07-17,17,0,ORANGE,C7,"Status ""Proposed"" but ~27 sibling docs in this folder record phases 0-8 / JIT slices 0-5 as implemented.",targeted cross-document and/or code-path review
property-context/PROPERTY_CONTEXT_FRD.md,Property Context & Property Setup,Requirements (FRD/PRD),Property Context Platform — Functional Requirements Document,Proposed greenfield implementation,1.0,1539,2026-07-16,2026-08-30,13,0,ORANGE,C7,"Status ""Proposed"" but ~27 sibling docs in this folder record phases 0-8 / JIT slices 0-5 as implemented.",targeted cross-document and/or code-path review
property-context/PROPERTY_CONTEXT_JIT_SLICE_0_INVENTORY.md,Property Context & Property Setup,Status / phase record,Property Context Just-in-Time Capture — Slice 0 Inventory and Contract Lock,,,113,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
property-context/PROPERTY_CONTEXT_JIT_SLICE_2_IMPLEMENTATION.md,Property Context & Property Setup,Status / phase record,Property Context Just-in-Time Capture — Slice 2 Implementation,,,49,2026-07-17,2026-07-17,0,0,,,,"inventory, metadata and cited-path checks only"
